playlist,duplicate_group_id,count,track_id,title,artist,album,duration_s
⭐ Stars 80 FR & US (17274 titres),1,32,1958002,Girls Just Want to Have Fun,Cyndi Lauper,Japanese Singles Collection - Greatest Hits,235
⭐ Stars 80 FR & US (17274 titres),1,32,1958147,Girls Just Want to Have Fun,Cyndi Lauper,Girls Just Want to Have Fun [Us 7'' Single (37-04120)],237
⭐ Stars 80 FR & US (17274 titres),1,32,2131653,Girls Just Want to Have Fun,Cyndi Lauper,Girls Just Want To Have Fun [Us 7'' Single (37-04120)],237
⭐ Stars 80 FR & US (17274 titres),1,32,2131657,Girls Just Want to Have Fun,Cyndi Lauper,Gold Greatest Hits,236
⭐ Stars 80 FR & US (17274 titres),1,32,2131677,Girls Just Want to Have Fun,Cyndi Lauper,Japanese Singles Collection - Greatest Hits,235
⭐ Stars 80 FR & US (17274 titres),1,32,2274823,Girls Just Want to Have Fun,Cyndi Lauper,She's So Unusual,238
⭐ Stars 80 FR & US (17274 titres),1,32,2280525,Girls Just Want to Have Fun,Cyndi Lauper,Hey Now (Girls Just Want To Have Fun),230
⭐ Stars 80 FR & US (17274 titres),1,32,2306223,Girls Just Want to Have Fun,Cyndi Lauper,She's So Unusual,238
⭐ Stars 80 FR & US (17274 titres),1,32,2312920,Girls Just Want to Have Fun,Cyndi Lauper,She's So Unusual,232
⭐ Stars 80 FR & US (17274 titres),1,32,2336336,Girls Just Want to Have Fun,Cyndi Lauper,Girls Just Want to Have Fun [Us 7'' Single (37-04120)],237
⭐ Stars 80 FR & US (17274 titres),1,32,2336405,Girls Just Want to Have Fun,Cyndi Lauper,She’S So Unusual,238
⭐ Stars 80 FR & US (17274 titres),1,32,2278651,girls just want to have fun,Cyndi Lauper,Gold Greatest Hits,236
⭐ Stars 80 FR & US (17274 titres),1,32,2245017,Girls Just Want to Have Fun,Cyndi Lauper,Japanese Singles Collection - Greatest Hits,235
⭐ Stars 80 FR & US (17274 titres),1,32,2251209,Girls Just Want to Have Fun,Cyndi Lauper,Japanese Singles Collection - Greatest Hits,235
⭐ Stars 80 FR & US (17274 titres),1,32,2278683,Girls Just Want to Have Fun,Cyndi Lauper,Japanese Singles Collection - Greatest Hits,235
⭐ Stars 80 FR & US (17274 titres),1,32,2278684,Girls Just Want to Have Fun,Cyndi Lauper,Japanese Singles Collection - Greatest Hits,235
⭐ Stars 80 FR & US (17274 titres),1,32,2280388,Girls Just Want to Have Fun,Cyndi Lauper,Japanese Singles Collection - Greatest Hits,235
⭐ Stars 80 FR & US (17274 titres),1,32,2280389,Girls Just Want to Have Fun,Cyndi Lauper,Japanese Singles Collection - Greatest Hits,235
⭐ Stars 80 FR & US (17274 titres),1,32,2280515,Girls Just Want to Have Fun,Cyndi Lauper,Girls Just Want To Have Fun [Us 7'' Single (37-04120)],237
⭐ Stars 80 FR & US (17274 titres),1,32,2280517,Girls Just Want to Have Fun,Cyndi Lauper,Girls Just Want To Have Fun [Us 7'' Single (37-04120)],237
⭐ Stars 80 FR & US (17274 titres),1,32,2280518,Girls Just Want to Have Fun,Cyndi Lauper,Gold Greatest Hits,236
⭐ Stars 80 FR & US (17274 titres),1,32,2280528,Girls Just Want to Have Fun,Cyndi Lauper,Hey Now US Maxi,235
